#DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
30/05/2021;16:00;Flamengo/RJ;1x0;Palmeiras/SP
30/05/2021;11:00;Atlético/MG;1x2;Fortaleza/CE
29/05/2021;21:00;São Paulo/SP;0x0;Fluminense/RJ
29/05/2021;20:00;Bahia/BA;3x0;Santos/SP
29/05/2021;19:00;Cuiabá/MT;2x2;Juventude/RS
23/11/2021;21:00;Grêmio/RS;2x2;Flamengo/RJ
06/06/2021;20:30;Sport/PE;0x1;Atlético/MG
06/06/2021;18:15;Juventude/RS;0x3;Atlético/PR
06/06/2021;18:15;Palmeiras/SP;3x1;Chapecoense/SC
06/06/2021;16:00;Fortaleza/CE;5x1;Internacional/RS
06/06/2021;16:00;América/MG;0x1;Corinthians/SP
06/06/2021;11:00;Fluminense/RJ;1x0;Cuiabá/MT
05/06/2021;21:00;Santos/SP;3x1;Ceará/CE
05/06/2021;21:00;Bragantino/SP;3x3;Bahia/BA
05/06/2021;19:00;Atlético/GO;2x0;São Paulo/SP
21/07/2021;19:00;Cuiabá/MT;2x1;Atlético/GO
13/06/2021;20:30;Bragantino/SP;2x2;Fluminense/RJ
13/06/2021;20:30;Fortaleza/CE;1x0;Sport/PE
13/06/2021;20:30;Chapecoense/SC;0x0;Ceará/CE
13/06/2021;20:30;Bahia/BA;0x1;Internacional/RS
13/06/2021;16:00;Flamengo/RJ;2x0;América/MG
13/06/2021;16:00;Grêmio/RS;0x1;Atlético/PR
13/06/2021;16:00;Atlético/MG;1x0;São Paulo/SP
12/06/2021;19:00;Santos/SP;0x0;Juventude/RS
12/06/2021;19:00;Palmeiras/SP;1x1;Corinthians/SP
02/11/2021;16:00;Atlético/PR;2x2;Flamengo/RJ
17/06/2021;19:00;Fluminense/RJ;1x0;Santos/SP
17/06/2021;19:00;Atlético/GO;0x0;Fortaleza/CE
17/06/2021;19:00;Sport/PE;1x0;Grêmio/RS
17/06/2021;16:00;América/MG;0x0;Cuiabá/MT
17/06/2021;16:00;Ceará/CE;1x2;Bahia/BA
16/06/2021;21:30;Juventude/RS;0x3;Palmeiras/SP
16/06/2021;20:30;Corinthians/SP;1x2;Bragantino/SP
16/06/2021;19:00;São Paulo/SP;1x1;Chapecoense/SC
16/06/2021;19:00;Internacional/RS;0x1;Atlético/MG
18/08/2021;19:00;Cuiabá/MT;0x1;Grêmio/RS
21/06/2021;20:00;Atlético/MG;1x1;Chapecoense/SC
20/06/2021;20:30;Juventude/RS;1x0;Sport/PE
20/06/2021;18:15;Fortaleza/CE;1x1;Fluminense/RJ
20/06/2021;18:15;Santos/SP;2x0;São Paulo/SP
20/06/2021;18:15;Atlético/PR;2x1;Atlético/GO
20/06/2021;16:00;Internacional/RS;1x1;Ceará/CE
20/06/2021;16:00;Bahia/BA;0x0;Corinthians/SP
20/06/2021;11:00;Palmeiras/SP;2x1;América/MG
19/06/2021;21:00;Flamengo/RJ;2x3;Bragantino/SP
24/06/2021;21:30;Grêmio/RS;2x2;Santos/SP
24/06/2021;21:30;Bahia/BA;2x1;Atlético/PR
24/06/2021;19:00;Ceará/CE;2x1;Atlético/MG
24/06/2021;19:00;Chapecoense/SC;1x2;Internacional/RS
24/06/2021;19:00;Corinthians/SP;2x1;Sport/PE
24/06/2021;16:00;América/MG;1x1;Juventude/RS
23/06/2021;19:00;Flamengo/RJ;2x1;Fortaleza/CE
23/06/2021;19:00;São Paulo/SP;2x2;Cuiabá/MT
23/06/2021;19:00;Bragantino/SP;3x1;Palmeiras/SP
23/06/2021;19:00;Atlético/GO;1x0;Fluminense/RJ
28/06/2021;20:00;Atlético/GO;0x1;Bragantino/SP
27/06/2021;20:30;Ceará/CE;1x1;São Paulo/SP
27/06/2021;20:30;Sport/PE;0x0;Cuiabá/MT
27/06/2021;20:30;América/MG;1x1;Internacional/RS
27/06/2021;20:30;Santos/SP;2x0;Atlético/MG
27/06/2021;20:00;Grêmio/RS;0x0;Fortaleza/CE
27/06/2021;20:00;Atlético/PR;2x2;Chapecoense/SC
27/06/2021;20:00;Palmeiras/SP;3x2;Bahia/BA
27/06/2021;16:00;Fluminense/RJ;1x1;Corinthians/SP
27/06/2021;11:00;Juventude/RS;1x0;Flamengo/RJ
01/07/2021;20:00;Cuiabá/MT;0x2;Flamengo/RJ
01/07/2021;19:00;Atlético/MG;4x1;Atlético/GO
01/07/2021;16:00;Bragantino/SP;0x0;Ceará/CE
30/06/2021;21:30;Juventude/RS;2x0;Grêmio/RS
30/06/2021;21:30;Corinthians/SP;0x0;São Paulo/SP
30/06/2021;20:30;Santos/SP;0x0;Sport/PE
30/06/2021;19:00;Internacional/RS;1x2;Palmeiras/SP
30/06/2021;19:00;Bahia/BA;3x4;América/MG
30/06/2021;16:00;Fluminense/RJ;1x4;Atlético/PR
30/06/2021;16:00;Fortaleza/CE;3x2;Chapecoense/SC
04/07/2021;20:30;Grêmio/RS;0x1;Atlético/GO
04/07/2021;18:15;Ceará/CE;2x0;Juventude/RS
04/07/2021;18:15;Cuiabá/MT;0x1;Atlético/MG
04/07/2021;18:15;São Paulo/SP;1x2;Bragantino/SP
04/07/2021;16:00;Flamengo/RJ;0x1;Fluminense/RJ
04/07/2021;16:00;Sport/PE;0x1;Palmeiras/SP
04/07/2021;11:00;Chapecoense/SC;0x2;Bahia/BA
03/07/2021;21:00;Corinthians/SP;1x1;Internacional/RS
03/07/2021;19:00;América/MG;2x0;Santos/SP
03/07/2021;19:00;Atlético/PR;2x1;Fortaleza/CE
08/07/2021;21:00;Chapecoense/SC;0x1;Corinthians/SP
07/07/2021;21:30;Fluminense/RJ;0x0;Ceará/CE
07/07/2021;21:30;Internacional/RS;0x2;São Paulo/SP
07/07/2021;19:15;Atlético/GO;1x1;Sport/PE
07/07/2021;19:00;Atlético/MG;2x1;Flamengo/RJ
07/07/2021;19:00;Palmeiras/SP;2x0;Grêmio/RS
07/07/2021;18:00;Fortaleza/CE;4x0;América/MG
07/07/2021;18:00;Bahia/BA;1x0;Juventude/RS
07/07/2021;18:00;Bragantino/SP;1x1;Cuiabá/MT
06/07/2021;19:30;Santos/SP;2x1;Atlético/PR
11/07/2021;20:30;Fortaleza/CE;1x0;Corinthians/SP
11/07/2021;18:15;Cuiabá/MT;2x2;Ceará/CE
11/07/2021;18:15;Flamengo/RJ;2x1;Chapecoense/SC
11/07/2021;11:00;Juventude/RS;1x1;Atlético/GO
10/07/2021;19:00;Sport/PE;1x2;Fluminense/RJ
10/07/2021;19:00;América/MG;0x1;Atlético/MG
10/07/2021;19:00;São Paulo/SP;1x0;Bahia/BA
10/07/2021;17:30;Atlético/PR;2x2;Bragantino/SP
10/07/2021;16:30;Grêmio/RS;0x0;Internacional/RS
10/07/2021;16:30;Palmeiras/SP;3x2;Santos/SP
19/07/2021;20:00;América/MG;0x1;Sport/PE
18/07/2021;20:30;Bragantino/SP;2x2;Santos/SP
18/07/2021;20:30;Internacional/RS;1x0;Juventude/RS
18/07/2021;18:15;Bahia/BA;0x5;Flamengo/RJ
18/07/2021;16:00;Atlético/GO;0x3;Palmeiras/SP
18/07/2021;11:00;Chapecoense/SC;2x3;Cuiabá/MT
17/07/2021;21:00;Fluminense/RJ;0x1;Grêmio/RS
17/07/2021;19:00;Corinthians/SP;1x2;Atlético/MG
17/07/2021;17:00;São Paulo/SP;0x1;Fortaleza/CE
17/07/2021;17:00;Ceará/CE;1x0;Atlético/PR
26/07/2021;20:00;Cuiabá/MT;1x2;Corinthians/SP
26/07/2021;18:00;Juventude/RS;1x0;Chapecoense/SC
25/07/2021;20:30;Sport/PE;0x0;Ceará/CE
25/07/2021;18:15;Santos/SP;0x1;Atlético/GO
25/07/2021;18:15;Atlético/PR;2x1;Internacional/RS
25/07/2021;16:00;Fortaleza/CE;1x0;Bragantino/SP
25/07/2021;16:00;Flamengo/RJ;5x1;São Paulo/SP
25/07/2021;11:00;Atlético/MG;3x0;Bahia/BA
24/07/2021;19:00;Palmeiras/SP;1x0;Fluminense/RJ
24/07/2021;17:00;Grêmio/RS;1x1;América/MG
02/09/2021;19:00;Fluminense/RJ;1x1;Juventude/RS
01/08/2021;20:30;Atlético/GO;1x1;América/MG
01/08/2021;20:30;Ceará/CE;3x1;Fortaleza/CE
01/08/2021;18:15;Chapecoense/SC;0x1;Santos/SP
01/08/2021;18:15;Bahia/BA;0x1;Sport/PE
01/08/2021;16:00;Corinthians/SP;1x3;Flamengo/RJ
01/08/2021;16:00;Atlético/MG;2x0;Atlético/PR
31/07/2021;21:00;Bragantino/SP;1x0;Grêmio/RS
31/07/2021;20:00;Internacional/RS;0x0;Cuiabá/MT
31/07/2021;19:00;São Paulo/SP;0x0;Palmeiras/SP
09/08/2021;20:00;Grêmio/RS;2x1;Chapecoense/SC
08/08/2021;18:15;Ceará/CE;0x0;Atlético/GO
08/08/2021;18:15;Flamengo/RJ;0x4;Internacional/RS
08/08/2021;16:00;Santos/SP;0x0;Corinthians/SP
08/08/2021;16:00;Juventude/RS;1x2;Atlético/MG
08/08/2021;16:00;América/MG;1x0;Fluminense/RJ
07/08/2021;21:00;Cuiabá/MT;1x1;Bahia/BA
07/08/2021;21:00;Palmeiras/SP;2x3;Fortaleza/CE
07/08/2021;18:00;Atlético/PR;1x2;São Paulo/SP
06/08/2021;19:00;Sport/PE;0x0;Bragantino/SP
16/08/2021;20:00;Chapecoense/SC;1x1;América/MG
15/08/2021;20:30;Internacional/RS;4x2;Fluminense/RJ
15/08/2021;18:15;Cuiabá/MT;1x0;Atlético/PR
15/08/2021;18:15;Bahia/BA;1x2;Atlético/GO
15/08/2021;18:15;Fortaleza/CE;1x1;Santos/SP
15/08/2021;16:00;Corinthians/SP;3x1;Ceará/CE
15/08/2021;16:00;Flamengo/RJ;2x0;Sport/PE
14/08/2021;21:00;São Paulo/SP;2x1;Grêmio/RS
14/08/2021;19:00;Atlético/MG;2x0;Palmeiras/SP
14/08/2021;17:00;Bragantino/SP;1x2;Juventude/RS
23/08/2021;20:00;América/MG;0x2;Bragantino/SP
23/08/2021;20:00;Fluminense/RJ;1x1;Atlético/MG
22/08/2021;20:30;Sport/PE;0x1;São Paulo/SP
22/08/2021;18:15;Santos/SP;2x2;Internacional/RS
22/08/2021;16:00;Atlético/PR;0x1;Corinthians/SP
22/08/2021;16:00;Ceará/CE;1x1;Flamengo/RJ
22/08/2021;11:00;Palmeiras/SP;0x2;Cuiabá/MT
21/08/2021;21:00;Juventude/RS;1x1;Fortaleza/CE
21/08/2021;19:00;Grêmio/RS;2x0;Bahia/BA
21/08/2021;17:00;Atlético/GO;1x1;Chapecoense/SC
30/08/2021;21:30;Fortaleza/CE;0x0;Cuiabá/MT
30/08/2021;19:00;Fluminense/RJ;2x0;Bahia/BA
29/08/2021;20:30;Bragantino/SP;1x1;Atlético/MG
29/08/2021;18:15;Atlético/GO;0x0;Internacional/RS
29/08/2021;16:00;Juventude/RS;1x1;São Paulo/SP
29/08/2021;11:00;América/MG;2x0;Ceará/CE
28/08/2021;21:00;Palmeiras/SP;2x1;Atlético/PR
28/08/2021;21:00;Grêmio/RS;0x1;Corinthians/SP
28/08/2021;19:00;Santos/SP;0x4;Flamengo/RJ
28/08/2021;17:00;Sport/PE;0x0;Chapecoense/SC
05/11/2021;21:30;Flamengo/RJ;2x0;Atlético/GO
03/11/2021;21:00;Atlético/MG;2x1;Grêmio/RS
21/10/2021;20:00;Internacional/RS;1x1;Bragantino/SP
20/10/2021;19:00;Ceará/CE;1x2;Palmeiras/SP
22/09/2021;20:30;São Paulo/SP;0x0;América/MG
07/09/2021;21:30;Corinthians/SP;1x1;Juventude/RS
07/09/2021;21:30;Chapecoense/SC;1x2;Fluminense/RJ
05/09/2021;18:15;Atlético/PR;0x0;Sport/PE
04/09/2021;21:00;Cuiabá/MT;2x1;Santos/SP
04/09/2021;21:00;Bahia/BA;4x2;Fortaleza/CE
13/09/2021;20:00;Sport/PE;0x1;Internacional/RS
12/09/2021;20:30;Fluminense/RJ;2x1;São Paulo/SP
12/09/2021;18:15;Atlético/GO;1x1;Corinthians/SP
12/09/2021;16:00;Palmeiras/SP;1x3;Flamengo/RJ
12/09/2021;16:00;Fortaleza/CE;0x2;Atlético/MG
12/09/2021;11:00;Grêmio/RS;2x0;Ceará/CE
11/09/2021;21:00;Santos/SP;0x0;Bahia/BA
11/09/2021;19:00;Bragantino/SP;1x2;Chapecoense/SC
11/09/2021;17:00;Juventude/RS;1x2;Cuiabá/MT
11/09/2021;16:00;América/MG;2x0;Atlético/PR
20/09/2021;20:00;Cuiabá/MT;2x2;Fluminense/RJ
19/09/2021;20:30;Flamengo/RJ;0x1;Grêmio/RS
19/09/2021;18:15;Corinthians/SP;1x1;América/MG
19/09/2021;16:00;São Paulo/SP;2x1;Atlético/GO
19/09/2021;11:00;Internacional/RS;1x0;Fortaleza/CE
18/09/2021;21:00;Bahia/BA;1x1;Bragantino/SP
18/09/2021;21:00;Ceará/CE;0x0;Santos/SP
18/09/2021;19:00;Atlético/MG;3x0;Sport/PE
18/09/2021;18:45;Atlético/PR;2x1;Juventude/RS
18/09/2021;17:00;Chapecoense/SC;0x2;Palmeiras/SP
26/09/2021;20:30;Atlético/GO;0x0;Cuiabá/MT
26/09/2021;18:15;Atlético/PR;4x2;Grêmio/RS
26/09/2021;18:15;Sport/PE;0x1;Fortaleza/CE
26/09/2021;16:00;Fluminense/RJ;2x1;Bragantino/SP
26/09/2021;16:00;Juventude/RS;3x0;Santos/SP
26/09/2021;16:00;Internacional/RS;2x0;Bahia/BA
26/09/2021;11:00;América/MG;1x1;Flamengo/RJ
25/09/2021;21:00;São Paulo/SP;0x0;Atlético/MG
25/09/2021;19:00;Corinthians/SP;2x1;Palmeiras/SP
25/09/2021;17:00;Ceará/CE;1x0;Chapecoense/SC
27/10/2021;19:00;Santos/SP;2x0;Fluminense/RJ
27/10/2021;19:00;Bahia/BA;1x1;Ceará/CE
03/10/2021;20:30;Grêmio/RS;1x2;Sport/PE
03/10/2021;18:15;Palmeiras/SP;1x1;Juventude/RS
03/10/2021;16:00;Flamengo/RJ;3x0;Atlético/PR
03/10/2021;16:00;Chapecoense/SC;1x1;São Paulo/SP
02/10/2021;21:00;Atlético/MG;1x0;Internacional/RS
02/10/2021;19:00;Bragantino/SP;2x2;Corinthians/SP
02/10/2021;17:00;Fortaleza/CE;0x3;Atlético/GO
02/10/2021;17:00;Cuiabá/MT;0x2;América/MG
07/10/2021;18:30;São Paulo/SP;1x1;Santos/SP
06/10/2021;21:30;Fluminense/RJ;0x2;Fortaleza/CE
06/10/2021;21:30;Grêmio/RS;2x2;Cuiabá/MT
06/10/2021;21:30;América/MG;2x1;Palmeiras/SP
06/10/2021;20:30;Bragantino/SP;1x1;Flamengo/RJ
06/10/2021;19:00;Atlético/GO;0x2;Atlético/PR
06/10/2021;19:00;Sport/PE;3x1;Juventude/RS
06/10/2021;19:00;Ceará/CE;0x0;Internacional/RS
06/10/2021;19:00;Chapecoense/SC;2x2;Atlético/MG
05/10/2021;21:30;Corinthians/SP;3x1;Bahia/BA
11/10/2021;20:00;Cuiabá/MT;0x0;São Paulo/SP
10/10/2021;16:00;Santos/SP;1x0;Grêmio/RS
10/10/2021;11:00;Internacional/RS;5x2;Chapecoense/SC
09/10/2021;21:00;Juventude/RS;1x1;América/MG
09/10/2021;21:00;Palmeiras/SP;2x4;Bragantino/SP
09/10/2021;19:00;Atlético/PR;0x2;Bahia/BA
09/10/2021;19:00;Fortaleza/CE;0x3;Flamengo/RJ
09/10/2021;16:30;Fluminense/RJ;0x0;Atlético/GO
09/10/2021;16:30;Sport/PE;1x0;Corinthians/SP
09/10/2021;16:30;Atlético/MG;3x1;Ceará/CE
14/10/2021;19:00;São Paulo/SP;1x1;Ceará/CE
14/10/2021;19:00;Cuiabá/MT;1x0;Sport/PE
13/10/2021;21:30;Internacional/RS;3x1;América/MG
13/10/2021;21:00;Corinthians/SP;1x0;Fluminense/RJ
13/10/2021;20:30;Fortaleza/CE;1x0;Grêmio/RS
13/10/2021;19:00;Chapecoense/SC;1x1;Atlético/PR
13/10/2021;19:00;Flamengo/RJ;3x1;Juventude/RS
13/10/2021;19:00;Atlético/MG;3x1;Santos/SP
12/10/2021;21:30;Bahia/BA;0x0;Palmeiras/SP
12/10/2021;19:00;Bragantino/SP;1x0;Atlético/GO
18/10/2021;20:00;São Paulo/SP;1x0;Corinthians/SP
17/10/2021;20:30;Flamengo/RJ;0x0;Cuiabá/MT
17/10/2021;20:30;Sport/PE;0x0;Santos/SP
17/10/2021;18:15;Ceará/CE;2x2;Bragantino/SP
17/10/2021;18:15;Grêmio/RS;3x2;Juventude/RS
17/10/2021;18:15;Atlético/GO;2x1;Atlético/MG
17/10/2021;16:00;Palmeiras/SP;1x0;Internacional/RS
17/10/2021;16:00;Atlético/PR;0x1;Fluminense/RJ
16/10/2021;21:00;América/MG;0x0;Bahia/BA
16/10/2021;19:00;Chapecoense/SC;1x2;Fortaleza/CE
25/10/2021;21:30;Palmeiras/SP;2x1;Sport/PE
25/10/2021;20:00;Atlético/GO;2x0;Grêmio/RS
24/10/2021;20:30;Bahia/BA;3x0;Chapecoense/SC
24/10/2021;18:15;Bragantino/SP;1x0;São Paulo/SP
24/10/2021;16:00;Internacional/RS;2x2;Corinthians/SP
24/10/2021;16:00;Atlético/MG;2x1;Cuiabá/MT
23/10/2021;19:15;Fortaleza/CE;3x0;Atlético/PR
23/10/2021;19:00;Fluminense/RJ;3x1;Flamengo/RJ
23/10/2021;17:00;Juventude/RS;0x0;Ceará/CE
23/10/2021;17:00;Santos/SP;0x2;América/MG
01/11/2021;21:30;Corinthians/SP;1x0;Chapecoense/SC
01/11/2021;20:00;Cuiabá/MT;1x0;Bragantino/SP
31/10/2021;20:30;Sport/PE;2x0;Atlético/GO
31/10/2021;18:15;São Paulo/SP;1x0;Internacional/RS
31/10/2021;16:00;Grêmio/RS;1x3;Palmeiras/SP
31/10/2021;16:00;Ceará/CE;1x0;Fluminense/RJ
30/10/2021;21:00;América/MG;2x1;Fortaleza/CE
30/10/2021;19:15;Juventude/RS;0x0;Bahia/BA
30/10/2021;19:00;Flamengo/RJ;1x0;Atlético/MG
30/10/2021;17:00;Atlético/PR;0x1;Santos/SP
23/11/2021;19:00;Atlético/GO;1x1;Juventude/RS
08/11/2021;20:00;Chapecoense/SC;2x2;Flamengo/RJ
07/11/2021;20:30;Ceará/CE;1x0;Cuiabá/MT
07/11/2021;18:15;Bahia/BA;1x0;São Paulo/SP
07/11/2021;16:00;Santos/SP;0x2;Palmeiras/SP
07/11/2021;16:00;Atlético/MG;1x0;América/MG
07/11/2021;16:00;Bragantino/SP;0x2;Atlético/PR
06/11/2021;21:00;Fluminense/RJ;1x0;Sport/PE
06/11/2021;19:00;Internacional/RS;1x0;Grêmio/RS
06/11/2021;17:00;Corinthians/SP;1x0;Fortaleza/CE
11/11/2021;19:00;Flamengo/RJ;3x0;Bahia/BA
10/11/2021;21:30;Fortaleza/CE;1x1;São Paulo/SP
10/11/2021;21:30;Sport/PE;2x3;América/MG
10/11/2021;21:30;Juventude/RS;2x1;Internacional/RS
10/11/2021;20:30;Palmeiras/SP;4x0;Atlético/GO
10/11/2021;19:00;Santos/SP;2x0;Bragantino/SP
10/11/2021;19:00;Atlético/MG;3x0;Corinthians/SP
10/11/2021;18:30;Atlético/PR;2x1;Ceará/CE
09/11/2021;21:30;Grêmio/RS;1x0;Fluminense/RJ
04/11/2021;21:00;Cuiabá/MT;0x0;Chapecoense/SC
02/12/2021;18:00;Bahia/BA;2x3;Atlético/MG
14/11/2021;19:00;Ceará/CE;2x1;Sport/PE
14/11/2021;19:00;Chapecoense/SC;0x2;Juventude/RS
14/11/2021;18:15;Fluminense/RJ;2x1;Palmeiras/SP
14/11/2021;16:00;São Paulo/SP;0x4;Flamengo/RJ
13/11/2021;21:00;Corinthians/SP;3x2;Cuiabá/MT
13/11/2021;19:00;Bragantino/SP;3x0;Fortaleza/CE
13/11/2021;19:00;Internacional/RS;2x1;Atlético/PR
13/11/2021;18:30;América/MG;3x1;Grêmio/RS
13/11/2021;17:00;Atlético/GO;0x0;Santos/SP
18/11/2021;21:00;Sport/PE;1x0;Bahia/BA
17/11/2021;21:30;Flamengo/RJ;1x0;Corinthians/SP
17/11/2021;20:30;Palmeiras/SP;0x2;São Paulo/SP
17/11/2021;20:30;Juventude/RS;1x0;Fluminense/RJ
17/11/2021;20:00;Fortaleza/CE;0x4;Ceará/CE
17/11/2021;19:00;Santos/SP;2x0;Chapecoense/SC
17/11/2021;19:00;Cuiabá/MT;1x0;Internacional/RS
17/11/2021;19:00;América/MG;0x0;Atlético/GO
16/11/2021;18:00;Grêmio/RS;3x0;Bragantino/SP
16/11/2021;16:00;Atlético/PR;0x1;Atlético/MG
24/11/2021;21:30;São Paulo/SP;0x0;Atlético/PR
21/11/2021;19:00;Bahia/BA;0x0;Cuiabá/MT
21/11/2021;17:00;Fluminense/RJ;2x0;América/MG
21/11/2021;16:00;Corinthians/SP;2x0;Santos/SP
20/11/2021;21:30;Internacional/RS;1x2;Flamengo/RJ
20/11/2021;21:00;Atlético/GO;1x1;Ceará/CE
20/11/2021;19:00;Fortaleza/CE;1x0;Palmeiras/SP
20/11/2021;19:00;Chapecoense/SC;1x3;Grêmio/RS
20/11/2021;19:00;Atlético/MG;2x0;Juventude/RS
28/10/2021;19:00;Bragantino/SP;3x0;Sport/PE
03/12/2021;20:00;Sport/PE;1x1;Flamengo/RJ
03/12/2021;19:00;Atlético/PR;1x0;Cuiabá/MT
02/12/2021;20:00;Grêmio/RS;3x0;São Paulo/SP
30/11/2021;21:00;América/MG;3x0;Chapecoense/SC
30/11/2021;19:00;Juventude/RS;1x0;Bragantino/SP
29/11/2021;19:00;Atlético/GO;2x1;Bahia/BA
25/11/2021;20:00;Ceará/CE;2x1;Corinthians/SP
25/11/2021;19:00;Santos/SP;2x0;Fortaleza/CE
24/11/2021;21:30;Fluminense/RJ;1x0;Internacional/RS
23/11/2021;21:30;Palmeiras/SP;2x2;Atlético/MG
03/12/2021;21:00;Fortaleza/CE;1x0;Juventude/RS
03/12/2021;20:00;Chapecoense/SC;0x1;Atlético/GO
30/11/2021;22:00;Cuiabá/MT;1x3;Palmeiras/SP
30/11/2021;20:00;Flamengo/RJ;2x1;Ceará/CE
28/11/2021;19:00;Internacional/RS;1x1;Santos/SP
28/11/2021;16:00;Atlético/MG;2x1;Fluminense/RJ
28/11/2021;16:00;Corinthians/SP;1x0;Atlético/PR
27/11/2021;21:30;São Paulo/SP;2x0;Sport/PE
27/11/2021;19:30;Bragantino/SP;1x1;América/MG
26/11/2021;19:00;Bahia/BA;3x1;Grêmio/RS
06/12/2021;21:00;Chapecoense/SC;0x1;Sport/PE
06/12/2021;20:00;Flamengo/RJ;0x1;Santos/SP
06/12/2021;20:00;Internacional/RS;1x2;Atlético/GO
06/12/2021;20:00;Cuiabá/MT;1x0;Fortaleza/CE
06/12/2021;19:00;Atlético/PR;0x0;Palmeiras/SP
06/12/2021;19:00;São Paulo/SP;3x1;Juventude/RS
05/12/2021;19:00;Ceará/CE;0x0;América/MG
05/12/2021;16:00;Bahia/BA;2x0;Fluminense/RJ
05/12/2021;16:00;Atlético/MG;4x3;Bragantino/SP
05/12/2021;16:00;Corinthians/SP;1x1;Grêmio/RS
09/12/2021;21:30;Atlético/GO;2x0;Flamengo/RJ
09/12/2021;21:30;Fluminense/RJ;3x0;Chapecoense/SC
09/12/2021;21:30;Palmeiras/SP;1x0;Ceará/CE
09/12/2021;21:30;Santos/SP;1x1;Cuiabá/MT
09/12/2021;21:30;América/MG;2x0;São Paulo/SP
09/12/2021;21:30;Grêmio/RS;4x3;Atlético/MG
09/12/2021;21:30;Fortaleza/CE;2x1;Bahia/BA
09/12/2021;21:30;Sport/PE;1x1;Atlético/PR
09/12/2021;21:30;Bragantino/SP;1x0;Internacional/RS
09/12/2021;21:30;Juventude/RS;1x0;Corinthians/SP
09/04/2022;23:00;Atlético/GO;1x1;Flamengo/RJ
09/04/2022;20:30;Fluminense/RJ;0x0;Santos/SP
10/04/2022;23:00;Avaí/SC;1x0;América/MG
10/04/2022;23:00;São Paulo/SP;4x0;Atlético/PR
10/04/2022;22:00;Fortaleza/CE;0x1;Cuiabá/MT
10/04/2022;20:00;Atlético/MG;2x0;Internacional/RS
10/04/2022;20:00;Botafogo/RJ;1x3;Corinthians/SP
10/04/2022;15:00;Coritiba/PR;3x0;Goiás/GO
10/04/2022;01:00;Palmeiras/SP;2x3;Ceará/CE
12/04/2022;00:00;Juventude/RS;2x2;Bragantino/SP
16/04/2022;23:00;América/MG;4x1;Juventude/RS
16/04/2022;23:00;Corinthians/SP;3x0;Avaí/SC
16/04/2022;20:30;Goiás/GO;1x1;Palmeiras/SP
17/04/2022;23:00;Ceará/CE;1x3;Botafogo/RJ
17/04/2022;22:00;Atlético/PR;0x1;Atlético/MG
17/04/2022;22:00;Internacional/RS;2x1;Fortaleza/CE
17/04/2022;22:00;Bragantino/SP;4x0;Atlético/GO
17/04/2022;20:00;Flamengo/RJ;3x1;São Paulo/SP
17/04/2022;15:00;Santos/SP;2x1;Coritiba/PR
17/04/2022;01:00;Cuiabá/MT;0x1;Fluminense/RJ
20/04/2022;23:30;Flamengo/RJ;0x0;Palmeiras/SP
23/04/2022;23:00;Fluminense/RJ;0x1;Internacional/RS
23/04/2022;23:00;Palmeiras/SP;3x0;Corinthians/SP
23/04/2022;20:30;Atlético/PR;1x0;Flamengo/RJ
23/04/2022;20:30;Bragantino/SP;1x1;São Paulo/SP
24/04/2022;22:30;Atlético/GO;1x1;Botafogo/RJ
24/04/2022;22:00;Juventude/RS;0x1;Cuiabá/MT
24/04/2022;20:00;Santos/SP;3x0;América/MG
24/04/2022;01:00;Atlético/MG;2x2;Coritiba/PR
26/04/2022;00:00;Avaí/SC;3x2;Goiás/GO
30/04/2022;23:00;Cuiabá/MT;1x1;Atlético/GO
30/04/2022;22:30;Goiás/GO;2x2;Atlético/MG
30/04/2022;20:30;América/MG;1x0;Atlético/PR
30/04/2022;20:30;Ceará/CE;0x1;Bragantino/SP
01/05/2022;23:00;Internacional/RS;0x0;Avaí/SC
01/05/2022;20:00;Corinthians/SP;1x0;Fortaleza/CE
01/05/2022;20:00;Coritiba/PR;3x2;Fluminense/RJ
01/05/2022;15:00;Botafogo/RJ;1x1;Juventude/RS
03/05/2022;00:00;São Paulo/SP;2x1;Santos/SP
07/05/2022;20:30;Atlético/MG;1x2;América/MG
08/05/2022;23:00;Fortaleza/CE;1x1;São Paulo/SP
08/05/2022;23:00;Juventude/RS;1x1;Internacional/RS
08/05/2022;22:00;Bragantino/SP;0x1;Corinthians/SP
08/05/2022;22:00;Santos/SP;4x1;Cuiabá/MT
08/05/2022;20:00;Atlético/GO;0x1;Goiás/GO
08/05/2022;20:00;Palmeiras/SP;1x1;Fluminense/RJ
08/05/2022;15:00;Flamengo/RJ;0x1;Botafogo/RJ
08/05/2022;00:30;Atlético/PR;1x0;Ceará/CE
10/05/2022;00:00;Avaí/SC;2x1;Coritiba/PR
12/05/2022;00:30;Bragantino/SP;1x1;Atlético/MG
14/05/2022;23:00;Atlético/MG;2x0;Atlético/GO
14/05/2022;23:00;Internacional/RS;2x2;Corinthians/SP
14/05/2022;20:30;Ceará/CE;2x2;Flamengo/RJ
14/05/2022;20:30;Palmeiras/SP;2x0;Bragantino/SP
15/05/2022;23:00;Goiás/GO;1x0;Santos/SP
15/05/2022;22:00;Avaí/SC;1x2;Juventude/RS
15/05/2022;22:00;Botafogo/RJ;3x1;Fortaleza/CE
15/05/2022;21:30;Coritiba/PR;1x0;América/MG
15/05/2022;20:00;São Paulo/SP;2x1;Cuiabá/MT
